City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Beira,-19.8436,34.8389,80.69,78,40,5.01,MZ,1672606379
Moultrie,31.1799,-83.7891,74.97,51,7,6.4,US,1672606380
Ketchikan,55.3422,-131.6461,46.38,70,100,27.63,US,1672606380
Barrow,71.2906,-156.7887,-0.15,98,99,8.93,US,1672606381
Nelson Bay,-32.7167,152.15,73.99,86,1,1.01,AU,1672606382
Rāwah,34.4816,41.9093,50.38,37,100,5.46,IQ,1672606383
Sambava,-14.2667,50.1667,75.9,84,50,2.77,MG,1672606383
Puerto Palomas,31.7667,-107.6167,63.36,34,100,28.61,MX,1672606385
Mahébourg,-20.4081,57.7,75.25,88,20,6.91,MU,1672606386
Half Moon Bay,37.4636,-122.4286,60.98,61,0,12.66,US,1672606170
Marsh Harbour,26.5412,-77.0636,76.73,72,45,3.13,BS,1672606092
Oranjestad,12.524,-70.027,82.35,78,20,14.97,AW,1672606172
Fortuna,40.5982,-124.1573,52.93,76,0,9.22,US,1672606388
Kindu,-2.95,25.95,69.39,96,100,2.8,CD,1672606389
Cherskiy,68.75,161.3,-46.46,99,86,4.88,RU,1672606389
Nanortalik,60.1432,-45.2371,10.63,65,15,13.38,GL,1672606390
Ancud,-41.8697,-73.8203,58.06,65,38,12.08,CL,1672606391
Constitución,-35.3333,-72.4167,66.47,59,1,17.25,CL,1672606392
Limulunga,-15.0969,23.1376,66.22,93,99,3.76,ZM,1672606393
Tura,25.5198,90.2201,54.86,65,0,4.27,IN,1672606394
Vanimo,-2.6741,141.3028,76.78,86,18,2.26,PG,1672606106
George Town,5.4112,100.3354,78.89,83,20,8.05,MY,1672606316
Lavrentiya,65.5833,-171.0,-12.71,92,35,11.95,RU,1672606396
Hermanus,-34.4187,19.2345,69.8,83,10,16.35,ZA,1672606331
Kudahuvadhoo,2.6708,72.8944,80.92,69,70,16.42,MV,1672606397
Bodītī,6.9667,37.8667,59.0,70,82,5.19,ET,1672606398
Herat Province,34.5,62.0,33.87,69,0,9.37,AF,1672606399
Wukari,7.85,9.7833,74.7,24,1,5.88,NG,1672606399
Melhus,63.2855,10.2781,20.57,74,4,5.7,NO,1672606400
Stykkisholmur,65.0757,-22.7297,30.18,84,100,16.98,IS,1672606401
Santa Inês,-3.6667,-45.38,77.83,87,48,2.57,BR,1672606401
Vaini,-21.2,-175.2,80.76,94,75,6.91,TO,1672606403
Nioro,13.35,-15.75,81.66,13,96,8.03,GM,1672606405
Djibo,14.1022,-1.6306,70.27,11,85,9.55,BF,1672606405
‘Ewa Beach,21.3156,-158.0072,78.1,70,100,0.0,US,1672606406
Port Hedland,-20.3167,118.5667,84.25,65,94,10.36,AU,1672606407
Cidreira,-30.1811,-50.2056,75.38,86,2,20.27,BR,1672606408
Castro,-24.7911,-50.0119,72.32,78,53,2.35,BR,1672606409
Nikolskoye,59.7035,30.7861,29.8,87,8,8.93,RU,1672606409
Cururupu,-1.8283,-44.8683,78.75,82,45,4.72,BR,1672606410
Bobcaygeon,44.5462,-78.542,38.48,98,100,4.18,CA,1672606411
Nuuk,64.1835,-51.7216,7.88,92,100,9.46,GL,1672606412
Ahipara,-35.1667,173.1667,67.86,69,100,13.98,NZ,1672606413
Arlit,18.7369,7.3853,61.65,22,0,8.7,NE,1672606414
Adrar,20.5022,-10.0711,67.23,20,1,11.65,MR,1672606400
Harar,9.3094,42.1258,58.59,82,86,0.58,ET,1672606416
Saldanha,-33.0117,17.9442,71.65,87,0,11.03,ZA,1672606196
Coyhaique,-45.5752,-72.0662,53.55,62,100,5.75,CL,1672606417
Khāsh,28.2211,61.2158,41.47,46,1,3.85,IR,1672606418
La Rioja,42.25,-2.5,44.38,49,100,10.8,ES,1672606418
Jalu,29.0331,21.5482,57.31,60,96,5.66,LY,1672606419
Tuktoyaktuk,69.4541,-133.0374,-2.2,84,75,13.8,CA,1672606420
Krasnosel'kup,65.7,82.4667,-9.4,98,99,9.66,RU,1672606422
Asău,46.4333,26.4,40.12,78,99,6.67,RO,1672606194
Ribeira Grande,38.5167,-28.7,58.77,62,40,18.41,PT,1672606155
Arraial do Cabo,-22.9661,-42.0278,80.56,78,0,18.41,BR,1672606225
Pasni,25.2631,63.471,67.82,33,0,18.34,PK,1672606424
Mergen,49.1833,125.2167,-17.66,90,12,2.28,CN,1672606425
Atuona,-9.8,-139.0333,78.12,78,9,17.49,PF,1672606426
Paamiut,61.994,-49.6678,12.33,70,72,17.09,GL,1672606426
Boende,-0.2167,20.8667,75.88,71,100,2.28,CD,1672606427
Masallātah,32.6167,14.0,57.96,76,7,5.12,LY,1672606428
Molina,-35.1167,-71.2833,82.13,32,0,6.91,CL,1672606429
Nishihara,26.1842,127.7558,61.88,73,40,13.8,JP,1672606429
Pedersore,63.65,22.6833,31.89,84,10,11.74,FI,1672606431
Tanete,-3.9443,119.7848,75.15,90,100,3.69,ID,1672606432
Upernavik,72.7868,-56.1549,-18.71,69,23,6.46,GL,1672606433
Cap Malheureux,-19.9842,57.6142,75.47,77,58,5.03,MU,1672606433
San Martín,-33.081,-68.4681,86.54,29,15,11.32,AR,1672606434
Starkville,33.4504,-88.8184,76.87,36,0,8.05,US,1672606435
New Norfolk,-42.7826,147.0587,71.92,61,34,2.06,AU,1672606325
Nome,64.5011,-165.4064,3.56,86,11,10.25,US,1672606436
Dęblin,51.5591,21.8483,52.57,74,78,9.06,PL,1672606437
Tiarei,-17.5333,-149.3333,86.02,76,15,7.63,PF,1672606438
Krasne,49.9145,24.6134,47.86,81,27,7.94,UA,1672606439
Norman Wells,65.282,-126.8329,-3.96,77,20,5.75,CA,1672606440
Rincon,32.296,-81.2354,68.92,80,75,4.61,US,1672606441
Bontang,0.1333,117.5,78.08,86,99,4.34,ID,1672606441
Gunib,42.3876,46.9651,37.94,37,100,4.38,RU,1672606442
Saint Paul Harbor,57.79,-152.4072,38.71,100,100,12.66,US,1672606444
Faya,18.3851,42.4509,57.72,69,1,2.48,SA,1672606445
Hesla,24.0667,85.8833,55.81,48,0,3.6,IN,1672606446
Pangai,-19.8,-174.35,78.91,83,75,5.75,TO,1672606447
Suzdal,56.4281,40.4414,34.29,100,100,8.61,RU,1672606329
Cabo San Lucas,22.8909,-109.9124,83.61,65,42,16.28,MX,1672606332
Kapuskasing,49.4169,-82.4331,30.29,93,100,5.75,CA,1672606449
Ulaangom,49.9811,92.0667,-13.09,98,100,1.7,MN,1672606450
Hamilton,39.1834,-84.5333,54.59,90,100,1.99,US,1672606406
Río Gallegos,-51.6226,-69.2181,64.45,22,75,20.71,AR,1672606302
Purwodadi Grobogan,-7.0868,110.9158,73.89,95,100,6.02,ID,1672606451
Sibolga,1.7427,98.7792,74.44,91,92,2.71,ID,1672606452
Ust-Kuyga,70.0167,135.6,-18.58,97,100,4.85,RU,1672606452
Munak,29.5187,76.8486,48.85,66,0,4.54,IN,1672606453
La Asuncion,11.0333,-63.8628,78.44,78,0,14.54,VE,1672606454
Bonthe,7.5264,-12.505,79.14,74,7,8.03,SL,1672606455
Batagay-Alyta,67.8006,130.4114,-12.44,99,100,4.94,RU,1672606455
Øksfjord,70.2396,22.3479,37.58,68,100,23.04,NO,1672606456
Oktyabr'skoye,43.0645,44.7417,32.14,86,98,2.24,RU,1672606457
San Patricio,28.017,-97.5169,83.16,62,4,14.09,US,1672606457
Prince Rupert,54.3161,-130.3201,46.09,66,75,48.34,CA,1672606211
Kambove,-10.8764,26.5969,61.7,97,100,3.18,CD,1672606458
Bengkulu,-3.8004,102.2655,73.69,90,100,3.62,ID,1672606459
Burnie,-41.0667,145.9167,63.95,95,88,8.84,AU,1672606460
Ciudad de Armería,18.9333,-103.9667,84.76,49,1,8.3,MX,1672606461
Lagoa,39.05,-27.9833,57.43,63,98,26.08,PT,1672606461
Aklavik,68.2191,-135.0107,-16.96,100,86,7.81,CA,1672606462
Boddam,57.4667,-1.7833,33.44,92,72,20.62,GB,1672606463
Oistins,13.0667,-59.5333,75.29,78,75,18.41,BB,1672606464
Dhidhdhoo,6.8833,73.1,79.7,72,84,6.11,MV,1672606465
Candelaria,13.9311,121.4233,73.47,95,52,5.79,PH,1672606466
Diamantino,-14.4086,-56.4461,81.1,75,95,4.94,BR,1672606232
Ayan,56.45,138.1667,-12.57,76,95,12.24,RU,1672606467
Kenai,60.5544,-151.2583,33.89,93,100,5.75,US,1672606468
Ostrovnoy,68.0531,39.5131,25.0,95,99,10.07,RU,1672606469
Broome,42.2506,-75.833,45.66,75,90,3.6,US,1672606469
Butembo,0.15,29.2833,58.28,84,59,4.09,CD,1672606470
Vardø,70.3705,31.1107,33.78,93,75,4.61,NO,1672606470
Andenes,69.3143,16.1194,33.78,93,75,14.97,NO,1672606472
Roebourne,-20.7833,117.1333,82.15,46,35,19.44,AU,1672606473
Port Elizabeth,-33.918,25.5701,70.11,91,0,14.97,ZA,1672606474
Canutama,-6.5339,-64.3831,74.52,94,99,5.23,BR,1672606452
Korla,41.7597,86.1469,19.26,60,0,2.71,CN,1672606476
Ferrol,43.4832,-8.2369,52.32,91,100,14.54,ES,1672606476
Rize,40.9044,40.8949,27.28,43,0,5.03,TR,1672606478
Katsuura,35.1333,140.3,43.9,69,17,11.72,JP,1672606479
Hailey,43.5196,-114.3153,32.9,58,100,13.0,US,1672606335
Padang,-0.9492,100.3543,75.22,87,96,2.68,ID,1672606480
Port Lincoln,-34.7333,135.8667,63.84,84,0,12.53,AU,1672606481
Maceió,-9.6658,-35.7353,76.44,94,75,8.05,BR,1672606198
Jojoima,7.8792,-10.7878,71.83,40,4,3.22,SL,1672606482
Noumea,-22.2763,166.4572,79.0,99,40,9.64,NC,1672606482
Fairbanks,64.8378,-147.7164,18.61,86,75,0.0,US,1672606381
Berlevåg,70.8578,29.0864,32.0,93,100,0.0,NO,1672606484
Calbuco,-41.768,-73.1273,65.41,55,55,11.54,CL,1672606428
Lüderitz,-26.6481,15.1594,67.15,83,41,7.74,NA,1672606485
Airai,-8.9266,125.4092,61.09,96,100,6.17,TL,1672606485
Vestmanna,62.1564,-7.1664,34.72,60,55,5.75,FO,1672606465
Merrill,45.1805,-89.6835,35.37,86,100,8.05,US,1672606434
Boké,10.9409,-14.2967,72.32,74,61,2.86,GN,1672606487
Muli,2.9167,73.5667,80.35,70,51,17.22,MV,1672606488
Savé,8.0425,2.486,83.14,16,64,2.84,BJ,1672606488
Yar-Sale,66.8333,70.8333,-32.82,100,59,3.85,RU,1672606489
Avera,33.194,-82.5271,65.71,61,46,6.31,US,1672606491
Gunnaur,28.25,78.4333,50.34,52,1,4.5,IN,1672606491
Laguna,38.421,-121.4238,61.18,49,0,20.71,US,1672606492
Kigoma,-4.8769,29.6267,72.82,77,81,2.59,TZ,1672606493
Pisco,-13.7,-76.2167,75.25,69,0,11.5,PE,1672606493
Klyuchi,52.2667,79.1667,1.98,99,99,3.27,RU,1672606494
Grand Gaube,-20.0064,57.6608,75.38,77,83,4.25,MU,1672606495
Nara,34.6851,135.8049,42.49,69,55,3.2,JP,1672606495
Galesong,-5.3166,119.3661,77.02,81,100,8.43,ID,1672606496
Kubanskiy,45.9292,40.5806,47.14,82,100,19.93,RU,1672606497
Clyde River,70.4692,-68.5914,-23.57,76,0,13.8,CA,1672606497
Santa Marta,11.2408,-74.199,91.45,61,20,11.99,CO,1672606403
Erdenet,49.0333,104.0833,-13.58,100,35,3.87,MN,1672606498
Gorontalo,0.5412,123.0595,75.11,93,100,3.67,ID,1672606499
Chicama,-7.8447,-79.1469,72.14,58,51,11.36,PE,1672606500
Sioux Lookout,50.1001,-91.917,19.47,93,100,4.61,CA,1672606501
Portland,45.5234,-122.6762,47.93,92,75,3.44,US,1672606907
San Benito,36.6166,-121.0844,46.56,65,0,10.54,US,1672606502
Najrān,17.4924,44.1277,61.45,55,60,4.34,SA,1672606503
Lincoln,40.8,-96.667,49.17,57,86,4.0,US,1672606755
Reconquista,-29.15,-59.65,74.57,87,100,5.57,AR,1672606504
Pareora,-44.4871,171.2132,60.01,65,0,11.34,NZ,1672606505
Iquitos,-3.7481,-73.2472,84.24,79,75,2.3,PE,1672606506
Tyukhtet,56.5389,89.3011,17.28,90,88,8.14,RU,1672606507
Qasigiannguit,68.8193,-51.1922,-19.68,92,42,7.49,GL,1672606507
Bambous Virieux,-20.3428,57.7575,75.22,88,20,6.91,MU,1672606508
Nadym,65.5333,72.5167,-34.56,100,35,4.23,RU,1672606509
São João da Barra,-21.6403,-41.0511,78.89,86,99,17.76,BR,1672606509
Chui,-33.6971,-53.4616,79.99,57,81,17.96,UY,1672606274
Kapit,2.0167,112.9333,72.36,99,95,0.96,MY,1672606510
Ilulissat,69.2167,-51.1,-21.77,83,70,8.63,GL,1672606511
Ondjiva,-17.0667,15.7333,73.65,65,26,3.49,AO,1672606512
Esso,55.9333,158.7,-1.93,100,100,4.45,RU,1672606513
Gilgit,35.9221,74.3087,27.7,39,0,3.83,PK,1672606513
Chifeng,42.2683,118.9636,7.48,43,0,6.24,CN,1672606514
Guerrero Negro,27.9769,-114.0611,66.02,71,100,20.76,MX,1672606351
Poum,-20.2333,164.0167,78.89,71,89,13.56,NC,1672606516
Talnakh,69.4865,88.3972,-3.8,80,100,3.29,RU,1672606517
Cienfuegos,22.1461,-80.4356,84.49,54,24,3.87,CU,1672606518
Yeppoon,-23.1333,150.7333,71.38,71,20,12.66,AU,1672606252
Kaseda-shirakame,31.4167,130.3167,49.24,71,23,10.25,JP,1672606519
Almaznyy,48.0448,40.045,43.68,86,100,19.28,RU,1672606520
Chokurdakh,70.6333,147.9167,-24.05,99,99,4.85,RU,1672606523
Leningradskiy,69.3833,178.4167,-31.47,95,23,2.84,RU,1672606525
Ballina,-28.8667,153.5667,69.01,99,49,7.14,AU,1672606526
Rognan,67.0953,15.3878,40.87,86,86,9.71,NO,1672606526
Iqaluit,63.7506,-68.5145,-14.31,75,75,3.44,CA,1672606527
Richards Bay,-28.783,32.0377,65.32,81,0,3.49,ZA,1672606529
Pithora,21.2667,82.5167,60.01,51,0,3.47,IN,1672606530
Tautira,-17.7333,-149.15,80.26,76,11,10.76,PF,1672606531
Springfield,37.2153,-93.2982,64.22,72,0,11.5,US,1672606284
Huarmey,-10.0681,-78.1522,74.86,71,64,11.1,PE,1672606532
Hong Kong,22.2855,114.1577,65.25,73,100,5.99,HK,1672606360
Beloha,-25.1667,45.05,74.17,84,97,8.59,MG,1672606533
Novopavlovka,51.2172,109.2091,-20.63,100,91,1.36,RU,1672606534
Saint-Augustin,51.226,-58.6502,21.58,84,100,9.86,CA,1672606535
Camabatela,-8.1881,15.375,62.74,98,100,0.98,AO,1672606535
Pemba,-12.974,40.5178,75.54,89,100,5.93,MZ,1672606536
Esperance,-33.8667,121.9,58.55,71,0,9.08,AU,1672606537
Yumen,40.2833,97.2,16.74,46,99,3.33,CN,1672606537
San Quintín,30.4833,-115.95,60.42,63,35,24.45,MX,1672606538
Coronel Fabriciano,-19.5186,-42.6289,78.84,53,0,4.61,BR,1672606425
Angatuba,-23.4897,-48.4128,78.04,67,89,2.39,BR,1672606539
Vila Velha,-20.3297,-40.2925,78.75,87,75,11.5,BR,1672606539
Gerede,40.8008,32.1969,32.63,59,1,4.81,TR,1672606540
Saint Stephen,50.3333,-4.9,49.95,93,20,9.22,GB,1672606541
Vrangel',42.7297,133.0839,10.83,62,6,19.42,RU,1672606541
Devrek,41.2192,31.9558,45.19,68,0,4.34,TR,1672606542
Mamboma,8.0833,-11.6833,71.55,56,20,2.48,SL,1672606542
Kurchum,48.5722,83.6542,14.81,96,100,0.45,KZ,1672606544
Camacha,33.0833,-16.3333,58.42,77,40,14.97,PT,1672606544
Toora-Khem,52.4675,96.11,-17.3,100,99,0.89,RU,1672606545
Marion,39.7684,-86.1555,53.26,90,100,8.05,US,1672606390
Torbay,47.6666,-52.7314,39.27,96,100,9.22,CA,1672606272
Paragominas,-2.9667,-47.4833,74.64,93,97,3.74,BR,1672606546
Plettenberg Bay,-34.0527,23.3716,66.79,92,19,7.87,ZA,1672606547
Klaksvík,62.2266,-6.589,36.52,56,47,19.37,FO,1672606548
Plattsburgh,44.6995,-73.4529,41.36,75,73,3.0,US,1672606548
Buraidah,26.326,43.975,52.25,58,100,15.01,SA,1672606549
Pacific Grove,36.6177,-121.9166,62.02,77,0,15.99,US,1672606550
Esim,4.8699,-2.2405,79.07,69,1,4.0,GH,1672606550
Nizāmābād,18.6667,78.1167,67.23,54,0,5.44,IN,1672606551
Kruisfontein,-34.0033,24.7314,67.89,95,2,8.1,ZA,1672606552
Wajid,3.8093,43.2471,79.18,59,7,19.37,SO,1672606553
Kalmunai,7.4167,81.8167,74.71,79,93,9.86,LK,1672606554
Raudeberg,61.9875,5.1352,32.67,66,90,11.3,NO,1672606555
Luganville,-15.5333,167.1667,79.68,85,100,6.26,VU,1672606555
Sirte,31.2089,16.5887,62.91,70,19,8.34,LY,1672606509
Faanui,-16.4833,-151.75,80.91,75,99,13.18,PF,1672606556
Lakatoro,-16.0999,167.4164,81.43,79,100,5.77,VU,1672606557
Porto-Novo,6.4965,2.6036,78.62,52,36,4.63,BJ,1672606558
Srednekolymsk,67.45,153.6833,-31.07,96,100,3.38,RU,1672606558
Tevriz,57.509,72.4042,-10.89,97,100,2.71,RU,1672606559
Henderson,36.0397,-114.9819,60.24,49,0,21.85,US,1672606299
San Marcos,33.1434,-117.1661,58.03,83,98,13.0,US,1672606560
Dhārchula,29.85,80.5333,43.43,29,5,6.93,IN,1672606561
Metro,-5.1131,105.3067,73.08,94,100,5.08,ID,1672606562
Shimoda,34.6667,138.95,43.11,72,30,20.04,JP,1672606563
Nacala,-14.5428,40.6728,75.99,88,99,4.07,MZ,1672606565
Buala,-8.145,159.5921,81.93,82,95,9.64,SB,1672606566
Sitka,57.0531,-135.33,44.49,70,100,34.52,US,1672606270
Frontera,26.9333,-101.45,87.33,18,60,1.01,MX,1672606568
Tuatapere,-46.1333,167.6833,64.67,62,3,1.3,NZ,1672606539
Hay River,60.8156,-115.7999,-5.82,77,75,5.75,CA,1672606569
Brawley,32.9787,-115.5303,69.49,39,0,25.93,US,1672606570
Karasjok,69.4719,25.5112,31.32,78,100,25.32,NO,1672606570
Kungurtug,50.5994,97.5228,-13.04,98,81,1.7,RU,1672606571
Bentiu,9.2333,29.8333,76.6,33,18,6.08,SS,1672606572
Iskateley,67.6803,53.1512,5.52,93,100,21.3,RU,1672606573
Dunedin,-45.8742,170.5036,59.81,95,4,11.18,NZ,1672606324
Tasiilaq,65.6145,-37.6368,-11.88,46,0,6.89,GL,1672606574
Praia,14.9215,-23.5087,73.94,78,20,17.27,CV,1672606576
Muroto-misakicho,33.2833,134.15,48.31,58,20,6.6,JP,1672606577
Flin Flon,54.7682,-101.865,8.44,78,100,2.3,CA,1672606578
Nekā,36.6508,53.299,40.51,87,0,2.3,IR,1672606579
Dessie,11.1333,39.6333,50.54,89,71,1.74,ET,1672606580
Tilichiki,60.4667,166.1,-20.81,99,22,9.55,RU,1672606582
Kyren,51.6828,102.1408,-3.51,77,18,1.41,RU,1672606582
Okhotsk,59.3833,143.3,-9.71,76,82,18.84,RU,1672606583
Ambunti,-4.2365,142.8448,73.49,98,100,0.34,PG,1672606584
Itaituba,-4.2761,-55.9836,78.96,89,75,4.61,BR,1672606585
Ouésso,1.6136,16.0517,75.13,47,24,2.64,CG,1672606586
Koutiala,12.3917,-5.4642,74.3,11,48,8.25,ML,1672606586
Mahrīz,31.5917,54.4318,32.5,55,12,3.42,IR,1672606587
Kilindoni,-7.9139,39.6668,81.21,76,1,12.3,TZ,1672606588
Linjiang,41.8069,126.9078,-5.73,99,51,0.51,CN,1672606589
Buribay,51.9617,58.1592,3.13,98,99,2.68,RU,1672606589
Daru,-9.0763,143.2092,78.6,75,100,5.37,PG,1672606590
Bairiki Village,1.3292,172.9752,82.4,74,20,14.97,KI,1672606590
Shilka,51.85,116.0333,-14.46,96,5,4.27,RU,1672606591
Meadow Lake,34.8014,-106.5436,52.48,66,100,18.3,US,1672606592
Marfino,55.7028,37.3822,44.51,93,100,15.66,RU,1672606593
Evanston,42.0411,-87.6901,46.96,85,75,5.75,US,1672606393
Panacan,9.2463,118.4082,78.37,85,100,10.38,PH,1672606594
Pombas,17.1503,-25.0201,71.38,77,100,12.3,CV,1672606595
Halifax,44.6453,-63.5724,51.8,91,100,17.27,CA,1672606595
Vila do Maio,15.1333,-23.2167,74.19,75,85,12.44,CV,1672606596
Plouzané,48.3833,-4.6167,46.72,93,100,9.22,FR,1672606458
Nabire,-3.3667,135.4833,74.84,87,100,1.83,ID,1672606598
Henties Bay,-22.116,14.2845,68.54,81,19,8.21,NA,1672606598
Trelew,-43.249,-65.3051,81.46,11,0,21.21,AR,1672606599
Jämsä,61.8642,25.19,26.15,89,7,9.62,FI,1672606600
Saint-Gilles,43.6766,4.4302,58.91,88,100,6.91,FR,1672606600
Dayapan,13.9372,120.9162,73.2,91,41,5.91,PH,1672606601
Şebinkarahisar,40.2883,38.4236,29.39,52,0,3.0,TR,1672606601
Sabha,27.0377,14.4283,53.1,45,0,6.35,LY,1672606602
Pau Brasil,-15.4642,-39.6511,74.43,82,89,5.37,BR,1672606603
Tokur,53.1333,132.9,-40.09,100,98,1.72,RU,1672606604
Marsabit,2.3284,37.9899,66.47,65,20,5.01,KE,1672606604
Dijkot,31.2167,72.9833,50.04,26,0,5.26,PK,1672606605
Hidrolândia,-4.4081,-40.4378,90.7,31,98,3.56,BR,1672606606
Cayenne,4.9333,-52.3333,77.04,88,75,2.3,GF,1672606607
Novoagansk,61.9449,76.6625,-25.74,100,97,4.05,RU,1672606608
Oddur,4.1213,43.8894,76.46,65,35,17.2,SO,1672606608
